"","Primary Type","Location Description","Arrest","Domestic","District","Hour","DayofWeek"
"12838","Theft","Other","No","No","6","17","Friday"
"12839","Burglary","Residential","No","No","10","17","Friday"
"12840","Battery","Residential","No","No","5","12","Sunday"
"12841","Other","Residential","No","No","14","0","Sunday"
"12842","Battery","Vehicle/Boat","No","Yes","22","12","Thursday"
"12843","Battery","School/College","No","No","25","11","Thursday"
"12844","Theft","Business/Retail/Resturant","No","No","17","13","Saturday"
"12845","Theft","Residential","No","No","3","13","Tuesday"
"12846","Theft","Government Building/Land","No","No","18","2","Sunday"
"12847","Assault","Residential","Yes","No","11","14","Wednesday"
"12848","Fraud","Residential","No","No","2","9","Saturday"
"12849","Drugs/Alcohol","Vehicle/Boat","Yes","No","10","9","Friday"
"12850","Auto Theft","Business/Retail/Resturant","No","No","5","0","Tuesday"
"12851","Robbery","Street","No","No","10","7","Thursday"
"12852","Theft","Business/Retail/Resturant","Yes","No","25","18","Saturday"
"12853","Theft","Medical/Hospital","No","No","18","19","Monday"
"12854","Theft","Street","No","No","1","22","Sunday"
"12855","Assault","Street","No","No","22","16","Wednesday"
"12856","Assault","Street","No","No","19","11","Saturday"
"12857","Auto Theft","Street","No","No","4","13","Tuesday"
"12858","Fraud","Business/Retail/Resturant","No","No","6","11","Thursday"
"12859","Battery","Residential","Yes","Yes","15","1","Thursday"
"12860","Battery","Residential","No","Yes","2","9","Friday"
"12861","Theft","Street","No","No","4","19","Wednesday"
"12862","Theft","Residential","No","No","5","8","Thursday"
"12863","Damage","Street","No","No","10","7","Saturday"
"12864","Theft","Street","No","No","12","9","Monday"
"12865","Battery","Residential","No","Yes","4","22","Sunday"
"12866","Other","Residential","No","No","14","15","Wednesday"
"12867","Trespass","Business/Retail/Resturant","No","No","19","16","Wednesday"
"12868","Theft","Residential","No","No","1","20","Tuesday"
"12869","Other","Residential","No","Yes","16","11","Sunday"
"12870","Battery","Residential","No","Yes","7","17","Sunday"
"12871","Theft","Business/Retail/Resturant","No","No","1","15","Wednesday"
"12872","Battery","Street","No","Yes","7","8","Tuesday"
"12873","Assault","Street","No","No","3","12","Saturday"
"12874","Drugs/Alcohol","Street","Yes","No","8","17","Tuesday"
"12875","Damage","Street","No","No","17","3","Saturday"
"12876","Other","Residential","No","Yes","15","17","Saturday"
"12877","Battery","Residential","No","Yes","8","23","Wednesday"
"12878","Sexual","Street","Yes","No","11","23","Friday"
"12879","Theft","Business/Retail/Resturant","Yes","No","8","18","Friday"
"12880","Damage","Residential","No","No","5","15","Monday"
"12881","Damage","Street","No","No","10","14","Sunday"
"12882","Drugs/Alcohol","Street","Yes","No","15","3","Saturday"
"12883","Fraud","Residential","No","No","18","12","Monday"
"12884","Damage","Residential","No","No","6","11","Wednesday"
"12885","Fraud","Street","Yes","No","6","19","Wednesday"
"12886","Fraud","Other","No","No","19","0","Saturday"
"12887","Damage","Other","No","No","20","9","Monday"
"12888","Fraud","Residential","No","No","2","11","Friday"
"12889","Other","Residential","No","No","12","17","Friday"
"12890","Theft","Business/Retail/Resturant","No","No","18","15","Thursday"
"12891","Damage","Residential","No","No","4","13","Thursday"
"12892","Theft","Street","No","Yes","8","11","Friday"
"12893","Battery","Residential","No","Yes","22","11","Sunday"
"12894","Drugs/Alcohol","Street","Yes","No","11","18","Sunday"
"12895","Robbery","Street","No","No","22","16","Monday"
"12896","Battery","Residential","Yes","No","3","22","Friday"
"12897","Theft","Business/Retail/Resturant","No","No","10","12","Friday"
"12898","Battery","Residential","No","No","25","14","Tuesday"
"12899","Robbery","Residential","No","No","7","14","Saturday"
"12900","Damage","Street","No","No","12","0","Sunday"
"12901","Other","Residential","No","No","3","15","Tuesday"
"12902","Other","Residential","No","No","15","14","Wednesday"
"12903","Robbery","Business/Retail/Resturant","No","No","2","20","Wednesday"
"12904","Auto Theft","Street","No","No","12","15","Thursday"
"12905","Damage","Street","No","No","19","12","Thursday"
"12906","Other","Residential","No","Yes","5","1","Friday"
"12907","Drugs/Alcohol","Residential","Yes","No","3","16","Thursday"
"12908","Fraud","Residential","No","No","8","6","Sunday"
"12909","Fraud","Business/Retail/Resturant","No","No","12","15","Saturday"
"12910","Theft","Business/Retail/Resturant","Yes","No","22","17","Friday"
"12911","Theft","Business/Retail/Resturant","Yes","No","24","17","Wednesday"
"12912","Robbery","Street","No","No","22","12","Wednesday"
"12913","Theft","Business/Retail/Resturant","Yes","No","6","9","Tuesday"
"12914","Battery","Street","No","Yes","11","0","Friday"
"12915","Theft","Business/Retail/Resturant","No","No","1","12","Saturday"
"12916","Robbery","Street","No","No","10","6","Sunday"
"12917","Robbery","Street","No","No","2","18","Monday"
"12918","Fraud","Residential","No","No","19","4","Friday"
"12919","Theft","Business/Retail/Resturant","No","No","17","10","Thursday"
"12920","Theft","Street","No","No","4","18","Wednesday"
"12921","Drugs/Alcohol","Street","Yes","No","11","22","Thursday"
"12922","Battery","Medical/Hospital","Yes","No","18","8","Saturday"
"12923","Battery","Street","No","No","2","13","Saturday"
"12924","Damage","Street","No","No","2","17","Sunday"
"12925","Assault","Medical/Hospital","No","No","2","12","Sunday"
"12926","Sexual","Street","No","No","11","21","Thursday"
"12927","Theft","Street","No","No","18","15","Friday"
"12928","Damage","Residential","No","No","3","20","Friday"
"12929","Battery","Street","No","No","12","18","Saturday"
"12930","Theft","Street","No","No","8","4","Saturday"
"12931","Other","Street","Yes","No","11","22","Friday"
"12932","Drugs/Alcohol","Street","Yes","No","18","8","Sunday"
"12933","Assault","Residential","Yes","Yes","8","23","Thursday"
"12934","Robbery","Street","No","No","6","20","Tuesday"
"12935","Auto Theft","Street","No","No","1","15","Saturday"
"12936","Battery","Residential","Yes","No","4","1","Saturday"
"12937","Battery","Residential","No","Yes","25","12","Sunday"
"12938","Fraud","Business/Retail/Resturant","No","No","1","13","Sunday"
"12939","Drugs/Alcohol","Street","Yes","No","11","15","Monday"
"12940","Theft","Business/Retail/Resturant","No","No","1","17","Thursday"
"12941","Theft","Business/Retail/Resturant","No","No","1","15","Thursday"
"12942","Drugs/Alcohol","Vehicle/Boat","Yes","No","8","18","Thursday"
"12943","Drugs/Alcohol","Street","Yes","No","10","18","Wednesday"
"12944","Fraud","Business/Retail/Resturant","No","No","24","3","Saturday"
"12945","Drugs/Alcohol","Street","Yes","No","11","18","Wednesday"
"12946","Sexual","Business/Retail/Resturant","Yes","Yes","1","7","Thursday"
"12947","Theft","Residential","No","No","14","14","Tuesday"
"12948","Theft","Business/Retail/Resturant","Yes","No","12","14","Friday"
"12949","Damage","Street","No","No","19","10","Wednesday"
"12950","Trespass","Residential","No","No","18","20","Thursday"
"12951","Theft","Business/Retail/Resturant","No","No","24","16","Monday"
"12952","Theft","Street","No","No","20","10","Sunday"
"12953","Assault","Residential","No","Yes","6","14","Saturday"
"12954","Battery","Street","No","No","25","18","Saturday"
"12955","Damage","Street","No","No","14","5","Sunday"
"12956","Theft","Public Transportation","No","No","12","17","Tuesday"
"12957","Damage","Street","No","No","6","6","Saturday"
"12958","Damage","Business/Retail/Resturant","No","No","12","6","Saturday"
"12959","Theft","Business/Retail/Resturant","No","No","15","19","Tuesday"
"12960","Drugs/Alcohol","Street","Yes","No","12","13","Saturday"
"12961","Trespass","Other","Yes","No","6","23","Sunday"
"12962","Damage","Residential","No","No","17","20","Saturday"
"12963","Drugs/Alcohol","Residential","Yes","No","7","14","Monday"
"12964","Other","Residential","No","Yes","7","4","Saturday"
"12965","Burglary","Business/Retail/Resturant","No","No","8","21","Thursday"
"12966","Fraud","Residential","No","No","17","17","Thursday"
"12967","Disturbing the Peace","Street","Yes","No","7","18","Sunday"
"12968","Damage","Residential","No","No","11","9","Tuesday"
"12969","Battery","Residential","No","Yes","18","19","Saturday"
"12970","Battery","Street","No","No","6","4","Saturday"
"12971","Theft","Residential","No","No","25","12","Monday"
"12972","Drugs/Alcohol","Street","Yes","No","10","13","Friday"
"12973","Weapons","Street","Yes","No","7","21","Saturday"
"12974","Damage","Residential","No","Yes","7","20","Monday"
"12975","Battery","Street","No","No","19","18","Saturday"
"12976","Assault","Business/Retail/Resturant","No","No","25","7","Tuesday"
"12977","Battery","Residential","No","No","4","8","Tuesday"
"12978","Other","Street","No","No","2","10","Thursday"
"12979","Theft","Business/Retail/Resturant","No","No","1","12","Friday"
"12980","Theft","Street","No","No","12","1","Saturday"
"12981","Assault","Business/Retail/Resturant","No","No","4","13","Saturday"
"12982","Damage","Street","No","No","19","22","Tuesday"
"12983","Battery","Residential","No","Yes","25","22","Tuesday"
"12984","Fraud","Business/Retail/Resturant","Yes","No","18","19","Wednesday"
"12985","Battery","Street","Yes","Yes","17","18","Wednesday"
"12986","Damage","Residential","No","Yes","11","9","Tuesday"
"12987","Other","Other","No","Yes","12","9","Monday"
"12988","Fraud","Business/Retail/Resturant","No","No","1","16","Monday"
"12989","Battery","Residential","Yes","Yes","7","4","Monday"
"12990","Drugs/Alcohol","Street","Yes","No","11","10","Thursday"
"12991","Damage","Residential","No","No","2","23","Saturday"
"12992","Theft","Residential","No","Yes","4","22","Saturday"
"12993","Other","Street","No","No","6","6","Thursday"
"12994","Drugs/Alcohol","Street","Yes","No","8","18","Tuesday"
"12995","Battery","Street","Yes","Yes","4","18","Tuesday"
"12996","Assault","Residential","No","Yes","4","3","Friday"
"12997","Assault","Street","No","No","16","14","Sunday"
"12998","Robbery","Street","No","No","12","0","Sunday"
"12999","Battery","Residential","No","Yes","18","22","Sunday"
"13000","Drugs/Alcohol","Street","Yes","No","10","20","Tuesday"
"13001","Drugs/Alcohol","Street","Yes","No","4","14","Wednesday"
"13002","Assault","Business/Retail/Resturant","No","No","15","11","Thursday"
"13003","Auto Theft","Street","No","No","16","17","Saturday"
"13004","Sexual","Residential","No","Yes","10","0","Sunday"
"13005","Theft","Business/Retail/Resturant","No","No","4","17","Monday"
"13006","Theft","Street","No","No","4","14","Thursday"
"13007","Other","Residential","No","Yes","8","22","Wednesday"
"13008","Trespass","Business/Retail/Resturant","Yes","No","7","13","Wednesday"
"13009","Theft","Business/Retail/Resturant","Yes","No","16","15","Thursday"
"13010","Theft","Residential","No","No","22","13","Friday"
"13011","Sexual","Street","No","No","6","3","Friday"
"13012","Theft","Residential","No","No","8","10","Sunday"
"13013","Theft","Business/Retail/Resturant","No","No","1","17","Monday"
"13014","Fraud","Residential","No","No","2","8","Wednesday"
"13015","Battery","Residential","No","Yes","6","13","Thursday"
"13016","Battery","Street","No","Yes","6","14","Sunday"
"13017","Theft","Residential","No","Yes","6","16","Thursday"
"13018","Fraud","Residential","No","No","14","8","Friday"
"13019","Damage","Residential","No","No","14","6","Saturday"
"13020","Battery","Residential","No","Yes","4","1","Thursday"
"13021","Drugs/Alcohol","Business/Retail/Resturant","Yes","No","6","13","Wednesday"
"13022","Theft","Business/Retail/Resturant","Yes","No","2","12","Monday"
"13023","Fraud","Business/Retail/Resturant","No","No","18","22","Saturday"
"13024","Theft","Street","No","No","24","9","Tuesday"
"13025","Theft","Business/Retail/Resturant","No","No","16","21","Sunday"
"13026","Sexual","Residential","Yes","No","19","5","Wednesday"
"13027","Battery","Street","No","No","25","21","Friday"
"13028","Theft","Residential","No","Yes","3","16","Saturday"
"13029","Theft","Business/Retail/Resturant","Yes","No","5","21","Sunday"
"13030","Battery","Residential","No","No","20","6","Sunday"
"13031","Burglary","Residential","No","No","9","16","Friday"
"13032","Theft","Street","No","No","10","20","Saturday"
"13033","Auto Theft","Street","No","No","8","14","Saturday"
"13034","Homicide","Business/Retail/Resturant","Yes","No","20","13","Wednesday"
"13035","Theft","Street","No","No","15","16","Thursday"
"13036","Auto Theft","Street","No","No","15","20","Wednesday"
"13037","Theft","Street","No","No","20","18","Monday"
"13038","Trespass","Street","Yes","No","5","11","Sunday"
"13039","Damage","Street","No","No","2","2","Tuesday"
"13040","Fraud","Business/Retail/Resturant","No","No","1","13","Thursday"
"13041","Theft","Vehicle/Boat","No","No","2","12","Tuesday"
"13042","Weapons","Street","Yes","No","11","22","Tuesday"
"13043","Robbery","Street","No","No","1","15","Sunday"
"13044","Theft","Street","No","No","7","14","Thursday"
"13045","Theft","Street","No","No","4","5","Thursday"
"13046","Theft","Street","No","No","19","14","Tuesday"
"13047","Damage","Residential","No","No","8","8","Tuesday"
"13048","Assault","Street","No","Yes","10","9","Sunday"
"13049","Other","Other","No","No","5","15","Sunday"
"13050","Battery","Residential","No","No","3","3","Wednesday"
"13051","Burglary","Residential","No","No","25","12","Monday"
"13052","Theft","Business/Retail/Resturant","No","No","1","13","Wednesday"
"13053","Battery","Street","No","No","11","14","Saturday"
"13054","Battery","Residential","Yes","Yes","3","1","Wednesday"
"13055","Other","Street","No","Yes","1","12","Wednesday"
"13056","Assault","Public Transportation","No","No","6","11","Friday"
"13057","Trespass","Business/Retail/Resturant","Yes","No","12","13","Sunday"
"13058","Other","Street","No","No","4","18","Tuesday"
"13059","Damage","Business/Retail/Resturant","No","No","19","22","Thursday"
"13060","Theft","Street","No","No","6","18","Friday"
"13061","Drugs/Alcohol","Street","Yes","No","11","12","Friday"
